id,Время начала вызова,Время окончания вызова,Время постановки в очередь,Время переключения на оператора,Время окончания разговора с оператором,"Длительность разговора с оператором, сек",Метка
15648,07:09:54,07:11:02,,,,,0
15649,07:11:13,07:12:36,7:11:44,07:11:49,07:12:36,47.0,1
15650,07:11:42,07:12:53,,,,,0
15651,07:13:33,07:14:12,,,,,0
15652,07:14:51,07:15:45,,,,,0
15653,07:17:42,07:20:01,7:18:27,07:18:27,07:19:56,89.0,1
15654,07:20:05,07:23:33,7:20:47,07:20:52,07:23:33,161.0,1
15655,07:20:14,07:20:54,,,,,0
15656,07:21:16,07:21:55,,,,,0
15657,07:21:42,07:27:11,7:22:50,07:22:50,07:26:43,233.0,1
15658,07:22:43,07:23:20,,,,,0
15659,07:25:00,07:29:06,7:26:07,07:26:07,07:28:37,150.0,1
15660,07:26:58,07:28:01,,,,,0
15661,07:28:12,07:29:00,,,,,0
15662,07:32:15,07:35:39,7:33:21,07:33:26,07:35:38,132.0,1
15663,07:32:55,07:33:35,,,,,0
15664,07:33:03,07:34:13,,,,,0
15665,07:35:44,07:38:57,7:36:53,07:36:53,07:38:57,124.0,1
15666,07:35:45,07:38:51,7:36:21,07:36:26,07:38:51,145.0,1
15667,07:41:47,07:49:11,7:42:55,07:42:55,07:48:48,353.0,1
15668,07:42:20,07:43:20,,,,,0
15669,07:43:26,07:44:00,,,,,0
15670,07:43:33,07:48:30,7:44:38,07:44:43,07:47:52,189.0,1
15671,07:44:02,07:47:45,7:45:09,07:45:14,07:47:44,150.0,1
15672,07:44:15,07:45:07,,,,,0
15673,07:44:28,07:45:41,,,,,0
15674,07:45:26,07:50:12,7:46:35,07:46:35,07:49:52,197.0,1
15675,07:45:57,07:46:52,,,,,0
15676,07:46:57,07:47:46,,,,,0
15677,07:48:44,07:51:09,7:50:01,07:50:06,07:51:09,63.0,1
15678,07:49:06,07:51:25,7:49:36,07:49:41,07:51:25,104.0,1
15679,07:50:31,07:55:00,7:51:39,07:51:39,07:54:24,165.0,1
15680,07:51:19,07:59:46,7:52:28,07:52:28,07:59:07,399.0,1
15681,07:52:05,07:54:44,7:53:13,07:53:18,07:54:44,86.0,1
15682,07:52:04,07:55:04,7:53:13,07:53:18,07:54:26,68.0,1
15683,07:55:38,07:55:40,,,,,0
15684,07:56:07,07:57:17,,,,,0
15685,07:57:47,07:59:57,7:58:36,07:58:36,07:59:46,70.0,1
15686,08:00:24,08:01:43,,,,,0
15687,08:01:42,08:02:32,,,,,0
15688,08:01:57,08:03:59,8:02:41,08:02:41,08:03:59,78.0,1
15689,08:02:09,08:06:40,8:03:17,08:03:19,08:06:01,162.0,1
15690,08:02:40,08:03:20,,,,,0
15691,08:04:31,08:05:24,,,,,0
15692,08:05:37,08:06:27,,,,,0
15693,08:07:09,08:09:38,8:08:17,08:08:17,08:08:59,42.0,1
15694,08:07:41,08:08:38,,,,,0
15695,08:08:47,08:09:24,,,,,0
15696,08:09:15,08:09:39,,,,,0
15697,08:09:19,08:10:06,,,,,0
15698,08:09:49,08:10:43,,,,,0
15699,08:12:22,08:16:35,8:12:42,08:12:42,08:16:33,231.0,1
15700,08:13:48,08:16:32,8:14:31,08:14:31,08:16:26,115.0,1
15701,08:14:56,08:16:00,,,,,0
15702,08:21:23,08:24:55,8:22:28,08:22:28,08:24:15,107.0,1
15703,08:24:24,08:29:30,8:25:32,08:25:32,08:28:52,200.0,1
15704,08:25:36,08:31:50,8:26:22,08:26:22,08:31:27,305.0,1
15705,08:26:50,08:30:30,8:27:58,08:28:00,08:29:50,110.0,1
15706,08:29:24,08:30:59,8:30:30,08:30:30,08:30:59,29.0,1
15707,08:29:44,08:31:59,8:30:48,08:30:50,08:31:57,67.0,1
15708,08:30:07,08:36:45,8:31:15,08:31:29,08:36:03,274.0,1
15709,08:30:30,08:32:51,8:31:08,08:31:08,08:32:48,100.0,1
15710,08:31:27,08:32:07,,,,,0
15711,08:31:45,08:39:34,8:32:51,08:32:53,08:39:34,401.0,1
15712,08:32:19,08:32:49,,,,,0
15713,08:32:30,08:36:11,8:33:07,08:33:07,08:35:41,154.0,1
15714,08:33:03,08:33:55,,,,,0
15715,08:33:28,08:34:35,,,,,0
15716,08:33:43,08:35:15,8:34:55,08:34:55,08:35:15,20.0,1
15717,08:33:50,08:34:59,,,,,0
15718,08:34:22,08:36:31,8:35:11,08:35:26,08:36:30,64.0,1
15719,08:34:44,08:35:44,,,,,0
15720,08:34:48,08:39:24,8:35:57,08:35:57,08:38:56,179.0,1
15721,08:35:40,08:41:07,8:36:48,08:37:02,08:41:07,245.0,1
15722,08:35:25,08:36:51,,,,,0
15723,08:35:31,08:42:48,8:36:41,08:37:13,08:42:16,303.0,1
15724,08:38:31,08:42:26,8:39:40,08:39:53,08:41:52,119.0,1
15725,08:36:14,08:40:00,08:37:22,,,,0
15726,08:38:43,08:48:00,8:39:15,08:39:31,08:43:55,264.0,1
15727,08:36:47,08:39:08,,,,,0
15728,08:37:02,08:38:05,,,,,0
15729,08:39:51,08:45:23,8:40:59,08:41:13,08:45:20,247.0,1
15730,08:41:00,08:48:52,8:42:08,08:42:10,08:48:10,360.0,1
15731,08:43:13,08:47:56,8:44:25,08:44:40,08:47:32,172.0,1
15732,08:42:14,08:42:54,,,,,0
15733,08:42:16,08:48:13,8:43:24,08:45:26,08:47:55,149.0,1
15734,08:42:28,08:44:06,08:43:36,,,,0
15735,08:43:58,08:47:41,08:45:07,,,,0
15736,08:44:46,08:45:50,,,,,0
15737,08:46:20,08:46:34,,,,,0
15738,08:46:48,08:53:18,8:47:56,08:47:56,08:53:16,320.0,1
15739,08:48:36,08:51:10,8:49:44,08:49:44,08:50:47,63.0,1
15740,08:49:19,08:56:05,8:50:28,08:50:28,08:56:05,337.0,1
15741,08:49:32,08:53:08,8:50:40,08:50:42,08:52:25,103.0,1
15742,08:49:45,08:53:10,8:50:51,08:51:04,08:53:03,119.0,1
15743,08:49:56,09:02:49,8:51:04,08:52:28,09:02:14,586.0,1
15744,08:50:27,08:51:13,,,,,0
15745,08:50:55,08:51:40,08:51:33,,,,0
15746,08:51:46,08:53:12,,,,,0
15747,08:52:28,08:56:54,8:53:31,08:53:31,08:56:36,185.0,1
15748,08:54:07,08:56:34,8:55:14,08:55:31,08:56:34,63.0,1
15749,08:53:40,08:54:20,,,,,0
15750,08:54:16,08:55:24,,,,,0
15751,08:54:24,09:02:50,8:55:29,08:56:08,09:02:23,375.0,1
15752,08:55:14,09:12:47,8:56:22,08:56:37,09:12:44,967.0,1
15753,08:55:37,09:01:19,8:56:46,08:56:46,09:00:25,219.0,1
15754,08:57:51,09:01:57,8:58:59,08:59:15,09:01:20,125.0,1
15755,08:56:20,08:57:37,,,,,0
15756,08:57:08,09:07:19,8:58:16,09:00:29,09:07:19,410.0,1
15757,09:00:08,09:04:30,9:01:09,09:01:26,09:04:04,158.0,1
15758,08:57:44,09:01:23,08:58:49,,,,0
15759,09:01:22,09:09:16,9:02:27,09:02:47,09:08:34,347.0,1
15760,08:57:55,09:01:40,08:59:03,,,,0
15761,08:58:03,09:01:45,08:59:09,,,,0
15762,08:58:55,08:59:25,,,,,0
15763,09:01:56,09:05:43,9:03:05,09:03:19,09:05:18,119.0,1
15764,09:02:46,09:05:15,9:03:54,09:04:11,09:05:12,61.0,1
15765,09:01:30,09:05:16,09:02:38,,,,0
15766,09:04:16,09:06:59,9:05:21,09:05:36,09:06:30,54.0,1
15767,09:03:08,09:08:46,9:04:13,09:06:39,09:08:46,127.0,1
15768,09:03:29,09:04:07,,,,,0
15769,09:06:18,09:11:16,9:07:27,09:07:40,09:11:14,214.0,1
15770,09:11:07,09:14:01,9:11:07,09:11:23,09:13:59,156.0,1
15771,09:06:09,09:14:01,9:07:05,09:07:25,09:13:59,292.0,1
15772,09:05:07,09:05:56,,,,,0
15773,09:07:39,09:10:53,9:08:21,09:08:37,09:10:30,113.0,1
15774,09:07:27,09:10:47,9:08:35,09:08:54,09:10:43,109.0,1
15775,09:08:58,09:12:11,9:09:30,09:09:43,09:12:06,143.0,1
15776,09:09:05,09:11:15,9:10:13,09:10:54,09:11:15,21.0,1
15777,09:09:09,09:14:02,9:10:05,09:10:33,09:13:58,205.0,1
15778,09:09:50,09:10:14,,,,,0
15779,09:10:40,09:12:26,,,,,0
15780,09:11:03,09:14:33,9:12:10,09:12:15,09:14:02,107.0,1
15781,09:11:29,09:16:41,9:12:37,09:12:49,09:16:26,217.0,1
15782,09:12:46,09:20:58,9:13:53,09:14:10,09:20:16,366.0,1
15783,09:12:22,09:13:21,,,,,0
15784,09:14:19,09:14:26,,,,,0
15785,09:15:31,09:22:21,9:16:13,09:16:15,09:21:50,335.0,1
15786,09:16:39,09:21:01,9:17:44,09:17:44,09:20:36,172.0,1
15787,09:16:45,09:17:20,,,,,0
15788,09:17:59,09:23:02,9:19:08,09:19:08,09:23:00,232.0,1
15789,09:19:03,09:21:42,9:20:10,09:20:23,09:21:38,75.0,1
15790,09:18:54,09:23:22,9:20:01,09:20:36,09:23:20,164.0,1
15791,09:20:22,09:21:20,,,,,0
15792,09:22:11,09:22:28,,,,,0
15793,09:22:26,09:27:56,9:23:29,09:23:31,09:27:21,230.0,1
15794,09:22:30,09:24:06,9:23:00,09:23:05,09:24:05,60.0,1
15795,09:22:54,09:23:14,,,,,0
15796,09:23:00,09:23:33,,,,,0
15797,09:23:31,09:27:43,9:24:39,09:24:39,09:27:29,170.0,1
15798,09:23:41,09:25:46,9:24:49,09:24:54,09:25:46,52.0,1
15799,09:24:28,09:28:21,9:24:28,09:24:28,09:26:43,135.0,1
15800,09:24:59,09:25:26,,,,,0
15801,09:25:59,09:26:07,,,,,0
15802,09:26:28,09:27:15,,,,,0
15803,09:27:10,09:31:23,9:28:19,09:28:24,09:30:40,136.0,1
15804,09:27:27,09:28:25,,,,,0
15805,09:28:32,09:28:41,,,,,0
15806,09:28:57,09:33:41,9:30:05,09:30:05,09:32:55,170.0,1
15807,09:29:13,09:30:03,,,,,0
15808,09:29:48,09:35:07,9:30:56,09:30:58,09:34:43,225.0,1
15809,09:30:09,09:35:55,9:31:18,09:31:18,09:35:16,238.0,1
15810,09:30:10,09:32:41,9:31:18,09:31:23,09:32:41,78.0,1
15811,09:31:30,09:36:46,9:32:36,09:32:53,09:36:17,204.0,1
15812,09:33:03,09:36:26,9:34:08,09:34:08,09:36:05,117.0,1
15813,09:34:07,09:34:45,,,,,0
15814,09:34:22,09:34:40,,,,,0
15815,09:34:52,09:38:10,9:36:01,09:36:06,09:37:40,94.0,1
15816,09:35:58,09:39:20,9:36:38,09:36:40,09:38:45,125.0,1
15817,09:37:55,09:41:20,9:39:04,09:39:04,09:41:17,133.0,1
15818,09:38:13,09:42:05,9:39:21,09:39:26,09:41:46,140.0,1
15819,09:38:16,09:41:21,9:39:19,09:39:19,09:41:20,121.0,1
15820,09:39:34,09:45:14,9:41:04,09:41:06,09:44:41,215.0,1
15821,09:40:05,09:42:06,9:41:12,09:41:12,09:42:04,52.0,1
15822,09:40:39,09:46:36,9:41:47,09:41:47,09:45:36,229.0,1
15823,09:40:58,09:41:32,,,,,0
15824,09:42:05,09:46:47,9:43:14,09:43:14,09:46:24,190.0,1
15825,09:43:31,09:43:50,,,,,0
15826,09:44:20,09:47:27,9:45:29,09:45:34,09:46:55,81.0,1
15827,09:45:00,09:48:05,9:46:06,09:46:08,09:47:52,104.0,1
15828,09:45:05,09:49:46,9:46:11,09:46:11,09:49:16,185.0,1
15829,09:45:45,09:47:46,9:46:54,09:47:01,09:47:46,45.0,1
15830,09:46:10,09:52:18,9:47:15,09:47:54,09:51:51,237.0,1
15831,09:46:53,09:48:29,09:48:01,,,,0
15832,09:47:15,10:00:00,9:47:41,09:47:55,10:00:00,725.0,1
15833,09:47:58,09:52:01,9:49:03,09:49:17,09:51:49,152.0,1
15834,09:47:27,09:51:24,9:48:04,09:48:16,09:50:50,154.0,1
15835,09:49:29,09:53:48,9:50:37,09:50:52,09:53:15,143.0,1
15836,09:50:35,09:54:36,9:51:36,09:51:52,09:54:06,134.0,1
15837,09:49:42,09:50:14,,,,,0
15838,09:51:03,09:53:21,9:51:41,09:51:58,09:53:21,83.0,1
15839,09:51:58,09:55:06,9:53:03,09:53:19,09:54:59,100.0,1
15840,09:50:20,09:51:05,,,,,0
15841,09:52:05,09:55:59,9:53:14,09:53:32,09:55:27,115.0,1
15842,09:53:12,09:54:07,,,,,0
15843,09:53:58,09:54:58,,,,,0
15844,09:54:21,09:55:28,,,,,0
15845,09:55:11,10:02:24,9:56:15,09:56:20,10:01:58,338.0,1
15846,09:55:15,10:01:50,9:56:23,09:56:23,10:01:18,295.0,1
15847,09:55:22,09:56:17,,,,,0
15848,09:56:29,09:58:13,9:57:01,09:57:18,09:58:10,52.0,1
15849,09:55:55,09:56:39,,,,,0
15850,09:55:59,09:59:31,9:57:07,09:58:12,09:59:28,76.0,1
15851,09:56:21,09:57:21,,,,,0
15852,09:56:52,09:57:39,,,,,0
15853,09:57:20,09:59:18,09:58:27,,,,0
15854,09:58:15,10:02:31,9:59:19,09:59:34,10:01:57,143.0,1
15855,09:58:43,10:04:29,9:59:17,09:59:31,10:03:53,262.0,1
15856,09:58:59,09:59:43,,,,,0
15857,09:59:58,10:05:59,10:01:07,10:01:21,10:05:29,248.0,1
15858,09:59:49,10:01:06,,,,,0
15859,10:00:00,10:00:54,,,,,0
15860,10:00:45,10:05:37,10:01:50,10:02:06,10:05:03,177.0,1
15861,10:02:52,10:06:32,10:03:42,10:03:42,10:06:32,170.0,1
15862,10:04:04,10:05:03,,,,,0
15863,10:04:14,10:07:17,10:05:22,10:05:24,10:06:57,93.0,0
15864,10:04:27,10:05:29,,,,,0
15865,10:04:47,10:15:24,10:05:53,10:05:53,10:14:56,543.0,1
15866,10:04:56,10:10:18,10:06:05,10:06:05,10:10:11,246.0,0
15867,10:05:23,10:10:01,10:06:38,10:06:52,10:09:38,166.0,1
15868,10:06:34,10:13:32,10:07:24,10:07:26,10:13:11,345.0,0
15869,10:07:31,10:11:56,10:08:40,10:09:00,10:11:54,174.0,1
15870,10:07:54,10:12:08,10:09:02,10:09:41,10:11:25,104.0,0
15871,10:08:16,10:09:08,,,,,0
15872,10:10:02,10:12:16,10:10:28,10:10:43,10:11:59,76.0,1
15873,10:09:16,10:10:31,,,,,0
15874,10:10:20,10:21:06,10:10:57,10:11:41,10:21:03,562.0,1
15875,10:10:36,10:15:09,10:11:41,10:11:55,10:14:25,150.0,1
15876,10:11:13,10:14:37,10:12:21,10:12:21,10:14:36,135.0,1
15877,10:11:24,10:17:27,10:12:36,10:12:41,10:16:53,252.0,0
15878,10:12:12,10:14:42,10:13:16,10:13:18,10:14:38,80.0,1
15879,10:12:39,10:13:18,,,,,0
15880,10:13:15,10:17:23,10:14:20,10:14:33,10:16:49,136.0,1
15881,10:13:11,10:14:08,,,,,0
15882,10:13:19,10:16:38,10:14:24,10:14:43,10:16:04,81.0,0
15883,10:13:22,10:14:14,,,,,0
15884,10:14:01,10:17:45,10:15:08,10:16:07,10:17:38,91.0,0
15885,10:14:06,10:22:03,10:15:14,10:16:51,10:21:16,265.0,1
15886,10:14:09,10:18:52,10:14:44,10:15:04,10:18:15,191.0,0
15887,10:15:36,10:20:19,10:16:44,10:17:01,10:20:10,189.0,1
15888,10:16:24,10:19:53,10:17:28,10:17:41,10:19:18,97.0,1
15889,10:16:35,10:21:11,10:18:44,10:18:44,10:21:11,147.0,1
15890,10:16:40,10:17:41,,,,,0
15891,10:16:41,10:17:46,,,,,0
15892,10:16:49,10:17:07,,,,,0
15893,10:16:54,10:17:46,,,,,0
15894,10:17:29,10:18:38,,,,,0
15895,10:17:44,10:18:46,,,,,0
15896,10:18:04,10:20:31,10:19:08,10:19:21,10:20:31,70.0,1
15897,10:18:54,10:22:04,10:19:59,10:20:16,10:21:39,83.0,1
15898,10:19:39,10:23:33,10:20:47,10:21:01,10:22:43,102.0,1
15899,10:19:52,10:21:44,10:21:01,10:21:18,10:21:44,26.0,1
15900,10:20:00,10:22:18,10:21:08,10:21:25,10:21:54,29.0,1
15901,10:19:46,10:25:18,10:20:54,10:21:42,10:25:13,211.0,1
15902,10:21:44,10:22:22,,,,,0
15903,10:22:00,10:25:02,10:23:09,10:23:14,10:25:02,108.0,1
15904,10:22:13,10:23:29,10:23:22,10:23:22,10:23:29,7.0,0
15905,10:22:31,10:23:30,,,,,0
15906,10:22:32,10:27:05,10:23:38,10:23:40,10:26:44,184.0,0
15907,10:22:46,10:40:10,10:23:23,10:23:23,10:39:37,974.0,0
15908,10:23:42,10:28:34,10:24:19,10:24:19,10:28:31,252.0,0
15909,10:23:48,10:28:22,10:24:52,10:25:15,10:28:17,182.0,1
15910,10:24:04,10:26:51,10:25:12,10:25:27,10:26:40,73.0,1
15911,10:25:23,10:28:56,10:26:31,10:26:46,10:28:23,97.0,1
15912,10:26:00,10:32:19,10:27:08,10:27:24,10:31:42,258.0,1
15913,10:24:28,10:25:03,,,,,0
15914,10:26:55,10:29:42,10:28:04,10:28:23,10:29:40,77.0,1
15915,10:24:45,10:25:58,,,,,0
15916,10:25:03,10:25:53,,,,,0
15917,10:27:13,10:32:17,10:28:19,10:28:36,10:31:44,188.0,1
15918,10:26:38,10:27:13,,,,,0
15919,10:26:40,10:32:15,10:27:12,10:28:50,10:31:31,161.0,1
15920,10:27:37,10:30:46,10:28:45,10:29:00,10:30:20,80.0,1
15921,10:27:45,10:29:06,,,,,0
15922,10:28:25,10:32:58,10:29:32,10:29:46,10:32:13,147.0,1
15923,10:29:01,10:33:43,10:30:09,10:30:26,10:33:09,163.0,1
15924,10:28:44,10:34:33,10:29:52,10:31:34,10:33:57,143.0,1
15925,10:29:00,10:30:30,,,,,0
15926,10:29:14,10:36:12,10:30:20,10:31:46,10:35:52,246.0,0
15927,10:29:30,10:29:52,,,,,0
15928,10:30:37,10:31:49,10:31:46,,,,0
15929,10:31:06,10:33:02,10:31:38,10:31:51,10:32:52,61.0,1
15930,10:31:20,10:36:16,10:32:01,10:32:20,10:36:14,234.0,0
15931,10:31:46,10:32:10,,,,,0
15932,10:32:04,10:35:13,10:33:12,10:33:12,10:35:09,117.0,0
15933,10:32:18,10:33:15,,,,,0
15934,10:32:50,10:36:42,10:34:00,10:34:00,10:36:42,162.0,1
15935,10:33:15,10:34:49,,,,,0
15936,10:33:51,10:36:45,10:34:58,10:35:00,10:36:11,71.0,0
15937,10:34:13,10:37:40,10:35:22,10:35:55,10:37:05,70.0,0
15938,10:34:23,10:37:38,10:34:57,10:35:29,10:37:38,129.0,0
15939,10:35:13,10:38:54,10:36:21,10:36:23,10:38:04,101.0,1
15940,10:35:35,10:39:13,10:36:37,10:36:42,10:38:42,120.0,0
15941,10:35:47,10:42:09,10:36:55,10:36:59,10:41:27,268.0,1
15942,10:36:26,10:38:19,,,,,0
15943,10:36:30,10:40:08,10:37:03,10:37:06,10:40:07,181.0,0
15944,10:36:51,10:41:18,10:37:57,10:38:30,10:41:11,161.0,0
15945,10:37:25,10:39:56,10:38:30,10:38:49,10:39:54,65.0,1
15946,10:37:49,10:38:50,,,,,0
15947,10:38:56,10:42:38,10:40:05,10:40:05,10:42:25,140.0,0
15948,10:39:30,10:42:03,10:40:33,10:40:38,10:41:59,81.0,1
15949,10:40:28,10:43:53,10:41:00,10:41:00,10:43:10,130.0,0
15950,10:40:36,10:44:26,10:41:44,10:41:44,10:43:57,133.0,0
15951,10:40:59,10:44:56,10:42:06,10:42:08,10:44:56,168.0,0
15952,10:41:41,10:50:09,10:42:50,10:42:50,10:49:36,406.0,0
15953,10:41:44,10:43:08,,,,,0
15954,10:42:16,10:42:26,,,,,0
15955,10:42:36,10:46:57,,,,,0
15956,10:43:14,10:48:55,10:44:00,10:44:05,10:48:13,248.0,0
15957,10:43:19,10:46:25,10:44:24,10:44:25,10:45:53,88.0,1
15958,10:43:25,10:50:07,10:44:19,10:44:19,10:50:07,348.0,0
15959,10:43:40,10:44:43,,,,,0
15960,10:43:50,10:46:52,10:44:47,10:45:04,10:46:29,85.0,1
15961,10:44:48,10:46:19,,,,,0
15962,10:45:51,10:50:04,10:47:00,10:47:00,10:50:02,182.0,0
15963,10:46:21,10:51:31,10:46:21,10:46:21,10:48:31,130.0,1
15964,10:47:11,10:49:28,10:48:15,10:48:17,10:49:28,71.0,0
15965,10:48:16,10:50:58,10:49:26,10:49:26,10:50:15,49.0,1
15966,10:48:18,10:51:05,10:49:24,10:49:29,10:51:05,96.0,0
15967,10:48:52,10:52:28,10:50:00,10:50:00,10:52:28,148.0,1
15968,10:49:16,10:51:58,10:50:24,10:50:26,10:51:56,90.0,0
15969,10:49:44,10:50:27,,,,,0
15970,10:49:50,10:53:45,10:50:33,10:50:33,10:53:26,173.0,0
15971,10:50:22,10:53:00,10:51:27,10:51:27,10:52:58,91.0,0
15972,10:50:41,10:55:27,10:51:48,10:51:48,10:54:48,180.0,0
15973,10:51:57,10:59:24,10:53:05,10:53:10,10:59:09,359.0,0
15974,10:53:32,10:57:55,10:54:36,10:54:38,10:57:20,162.0,0
15975,10:54:23,10:55:37,,,,,0
15976,10:54:46,10:58:34,10:55:18,10:55:18,10:58:34,196.0,0
15977,10:55:30,11:02:20,10:56:42,10:56:42,11:02:20,338.0,0
15978,10:55:57,11:00:19,10:57:04,10:57:04,10:59:34,150.0,0
15979,10:56:03,10:56:47,,,,,0
15980,10:57:49,11:00:52,10:58:55,10:58:57,11:00:49,112.0,0
15981,10:58:22,11:02:29,10:59:25,10:59:25,11:02:06,161.0,1
15982,10:58:51,11:04:46,10:59:41,10:59:41,11:04:46,305.0,0
15983,10:59:29,11:01:46,11:00:36,11:00:41,11:01:46,65.0,0
15984,11:00:18,11:06:27,11:01:26,11:01:28,11:06:25,297.0,1
15985,11:00:19,11:03:54,11:01:25,11:01:25,11:03:52,147.0,1
15986,11:00:30,11:02:51,11:01:35,11:01:53,11:02:50,57.0,1
15987,11:00:47,11:04:50,11:01:55,11:02:07,11:04:43,156.0,1
15988,11:01:25,11:05:45,11:02:33,11:02:33,11:05:43,190.0,1
15989,11:01:30,11:04:14,,,,,0
15990,11:01:54,11:02:24,,,,,0
15991,11:02:41,11:06:37,11:03:49,11:03:54,11:06:30,156.0,1
15992,11:02:53,11:05:11,11:04:01,11:04:01,11:05:11,70.0,1
15993,11:03:11,11:04:12,,,,,0
15994,11:03:37,11:06:52,11:04:45,11:04:45,11:06:33,108.0,0
15995,11:04:14,11:07:58,11:05:21,11:05:21,11:07:30,129.0,0
15996,11:04:16,11:10:03,11:05:23,11:06:28,11:09:38,190.0,0
15997,11:04:18,11:10:09,11:05:22,11:05:55,11:09:37,222.0,0
15998,11:04:33,11:09:06,11:05:38,11:06:33,11:09:04,151.0,0
15999,11:05:01,11:08:10,11:06:04,11:06:42,11:07:48,66.0,0
16000,11:06:41,11:07:49,,,,,0
16001,11:06:50,11:10:33,11:07:58,11:07:58,11:09:47,109.0,0
16002,11:07:38,11:10:10,11:08:47,11:08:52,11:09:42,50.0,0
16003,11:07:45,11:13:08,11:08:25,11:08:25,11:12:38,253.0,0
16004,11:07:57,11:08:49,,,,,0
16005,11:07:58,11:09:47,11:09:07,11:09:07,11:09:46,39.0,0
16006,11:08:40,11:11:22,11:09:44,11:09:46,11:11:05,79.0,1
16007,11:08:53,11:12:52,11:10:01,11:10:01,11:12:50,169.0,0
16008,11:09:29,11:10:14,,,,,0
16009,11:09:55,11:11:13,,,,,0
16010,11:10:02,11:12:06,11:11:07,11:11:12,11:12:04,52.0,0
16011,11:10:21,11:17:03,11:11:29,11:11:29,11:16:36,307.0,0
16012,11:11:32,11:11:59,,,,,0
16013,11:12:29,11:15:21,11:13:10,11:13:10,11:14:47,97.0,0
16014,11:13:18,11:17:15,11:14:27,11:14:32,11:17:14,162.0,0
16015,11:14:10,11:14:22,,,,,0
16016,11:14:39,11:22:39,11:15:12,11:15:12,11:22:04,412.0,1
16017,11:14:49,11:20:36,11:15:55,11:15:55,11:19:59,244.0,0
16018,11:15:19,11:18:22,11:16:05,11:16:07,11:18:19,132.0,0
16019,11:15:38,11:21:18,11:16:46,11:16:46,11:21:16,270.0,0
16020,11:17:55,11:20:20,11:18:58,11:18:58,11:20:11,73.0,0
16021,11:18:41,11:20:42,11:19:50,11:19:55,11:20:42,47.0,1
16022,11:19:09,11:21:04,11:19:44,,,,0
16023,11:20:00,11:21:10,,,,,0
16024,11:21:20,11:23:56,11:22:26,11:22:26,11:23:28,62.0,0
16025,11:21:50,11:29:49,11:22:56,11:23:01,11:29:18,377.0,0
16026,11:21:53,11:32:09,11:22:59,11:22:59,11:31:38,519.0,0
16027,11:22:06,11:24:46,11:22:45,11:22:45,11:24:46,121.0,0
16028,11:22:38,11:23:26,,,,,0
16029,11:23:20,11:26:57,11:24:26,11:24:28,11:26:37,129.0,1
16030,11:23:28,11:28:36,11:24:39,11:24:39,11:27:53,194.0,0
16031,11:24:55,11:25:42,,,,,0
16032,11:25:56,11:29:00,11:27:05,11:27:07,11:28:35,88.0,1
16033,11:25:57,11:28:59,11:26:28,,,,0
16034,11:26:01,11:30:00,11:27:05,11:27:05,11:29:34,149.0,1
16035,11:27:20,11:31:16,11:28:27,11:28:27,11:30:45,138.0,1
16036,11:27:31,11:30:49,11:28:36,11:28:38,11:30:30,112.0,0
16037,11:27:39,11:37:18,11:28:45,11:29:29,11:36:39,430.0,1
16038,11:28:47,11:32:50,11:29:55,11:29:55,11:32:39,164.0,0
16039,11:29:10,11:31:54,11:30:18,11:30:33,11:31:39,66.0,1
16040,11:30:23,11:35:59,11:31:27,11:31:27,11:35:33,246.0,0
16041,11:31:04,11:35:04,11:31:24,11:31:38,11:34:34,176.0,0
16042,11:31:08,11:31:43,,,,,0
16043,11:31:19,11:33:25,11:31:58,11:32:00,11:33:16,76.0,0
16044,11:31:36,11:32:16,,,,,0
16045,11:33:30,11:34:17,,,,,0
16046,11:34:10,11:37:46,11:35:18,11:35:18,11:37:20,122.0,0
16047,11:34:39,11:37:40,11:35:46,11:35:46,11:37:00,74.0,0
16048,11:34:58,11:35:44,,,,,0
16049,11:35:09,11:35:59,,,,,0
16050,11:36:52,11:38:14,11:37:34,11:37:34,11:38:14,40.0,0
16051,11:37:09,11:43:08,11:37:43,11:37:43,11:42:43,300.0,1
16052,11:37:41,11:43:37,11:38:49,11:38:54,11:43:34,280.0,0
16053,11:37:58,11:41:33,11:39:03,11:39:03,11:41:32,149.0,0
16054,11:38:58,11:41:37,,,,,0
16055,11:39:04,11:39:36,,,,,0
16056,11:39:28,11:42:59,11:40:36,11:40:36,11:42:59,143.0,1
16057,11:39:55,11:40:51,,,,,0
16058,11:40:15,11:44:33,11:41:22,11:41:22,11:44:05,163.0,0
16059,11:41:27,11:42:23,,,,,0
16060,11:42:02,11:45:27,11:43:10,11:43:10,11:45:05,115.0,0
16061,11:43:03,11:44:02,,,,,0
16062,11:43:08,11:46:57,11:43:40,11:43:40,11:46:19,159.0,0
16063,11:44:53,11:46:52,11:45:04,11:45:11,11:46:51,100.0,0
16064,11:45:56,11:52:36,11:47:03,11:47:03,11:51:49,286.0,0
16065,11:46:50,11:47:30,,,,,0
16066,11:46:55,11:47:46,,,,,0
16067,11:47:02,11:47:46,,,,,0
16068,11:47:56,11:48:34,,,,,0
16069,11:48:34,11:48:56,,,,,0
16070,11:49:11,11:52:42,11:50:19,11:50:19,11:52:42,143.0,0
16071,11:50:08,11:53:20,11:50:41,11:50:41,11:53:19,158.0,0
16072,11:50:19,11:54:12,11:50:59,11:51:01,11:53:31,150.0,0
16073,11:51:04,11:55:25,11:52:09,11:52:14,11:54:49,155.0,0
16074,11:51:55,11:58:18,11:53:01,11:53:01,11:57:41,280.0,0
